Mod:Item:MetaData, Localized Name
heroesexpansion:heart_shaped_herb_potion, Heart-Shaped Herb Potion
heroesexpansion:vibranium_shield, Vibranium Shield
heroesexpansion:captain_america_shield, Captain America's Shield
heroesexpansion:wakandan_shield, Wakandan Shield
heroesexpansion:chitauri_gun, Chitauri Gun
heroesexpansion:chitauri_metal, Chitauri Metal
heroesexpansion:chitauri_energy_core, Chitauri Energy Core
heroesexpansion:kree_battle_axe, Kree Battle Axe
heroesexpansion:kree_flesh, Kree Flesh
heroesexpansion:web_shooter_1, Web Shooter
heroesexpansion:web_shooter_2, Web Shooter
heroesexpansion:billy_club, Billy Club
heroesexpansion:billy_club_separate, Billy Club (Separated)
heroesexpansion:tesseract, Tesseract
heroesexpansion:space_stone, Space Stone
heroesexpansion:green_arrow_chest, Green Arrow's Chestpiece
heroesexpansion:green_arrow_legs, Green Arrow's Pants
heroesexpansion:green_arrow_boots, Green Arrow's Boots
heroesexpansion:superman_chest, Superman's Chestpiece
heroesexpansion:superman_legs, Superman's Pants
heroesexpansion:superman_boots, Superman's Boots
heroesexpansion:black_panther_suit, Black Panther's Suit
heroesexpansion:thor_chest, Thor's Chestpiece
heroesexpansion:thor_legs, Thor's Pants
heroesexpansion:thor_boots, Thor's Boots
heroesexpansion:thor_iw_chest, Thor's Chestpiece
heroesexpansion:thor_iw_legs, Thor's Pants
heroesexpansion:thor_iw_boots, Thor's Boots
heroesexpansion:captain_america_helmet, Captain America's Helmet
heroesexpansion:captain_america_chest, Captain America's Chestpiece
heroesexpansion:captain_america_legs, Captain America's Pants
heroesexpansion:captain_america_boots, Captain America's Boots
heroesexpansion:captain_marvel_helmet, Captain Marvel's Helmet
heroesexpansion:captain_marvel_chest, Captain Marvel's Chestpiece
heroesexpansion:captain_marvel_legs, Captain Marvel's Pants
heroesexpansion:captain_marvel_boots, Captain Marvel's Boots
heroesexpansion:spider_man_homemade_helmet, Spider-Man's Mask
heroesexpansion:spider_man_homemade_chest, Spider-Man's Chestpiece
heroesexpansion:spider_man_homemade_legs, Spider-Man's Pants
heroesexpansion:spider_man_homemade_boots, Spider-Man's Boots
heroesexpansion:spider_man_helmet, Spider-Man's Mask
heroesexpansion:spider_man_chest, Spider-Man's Chestpiece
heroesexpansion:spider_man_legs, Spider-Man's Pants
heroesexpansion:spider_man_boots, Spider-Man's Boots
heroesexpansion:falcon_helmet, Falcon's Goggles
heroesexpansion:falcon_chest, Falcon's Chestpiece
heroesexpansion:falcon_legs, Falcon's Pants
heroesexpansion:falcon_boots, Falcon's Boots
heroesexpansion:daredevil_homemade_helmet, The Devil of Hell's Kitchen's Mask
heroesexpansion:daredevil_homemade_chest, The Devil of Hell's Kitchen's Chestpiece
heroesexpansion:daredevil_homemade_legs, The Devil of Hell's Kitchen's Pants
heroesexpansion:daredevil_homemade_boots, The Devil of Hell's Kitchen's Boots
heroesexpansion:daredevil_helmet, Daredevil's Helmet
heroesexpansion:daredevil_chest, Daredevil's Chestpiece
heroesexpansion:daredevil_legs, Daredevil's Pants
heroesexpansion:daredevil_boots, Daredevil's Boots
heroesexpansion:heart_shaped_herb, Heart-Shaped Herb
heroesexpansion:kryptonite_block, Kryptonite Block
heroesexpansion:portal_device, Portal Device
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
immersiveengineering:metal_device1:6, Fluid Pipe
immersiveengineering:metal_device1:7, Core Sample Drill
immersiveengineering:metal_device1:8, Tesla Coil
immersiveengineering:metal_device1:9, Floodlight
immersiveengineering:metal_device1:10, Chemthrower Turret
immersiveengineering:metal_device1:11, Gun Turret
immersiveengineering:metal_device1:13, Garden Cloche
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:hoe_steel, Steel Hoe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:bullet:2, Homing Cartridge
immersiveengineering:bullet:2, Wolfpack Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
immersiverailroading:item_rolling_stock, item.immersiverailroading:item_rolling_stock.name
immersiverailroading:item_rolling_stock_component, item.immersiverailroading:item_rolling_stock_component.name
immersiverailroading:item_large_wrench, Large Wrench
immersiverailroading:item_hook, Coupling Hook
immersiverailroading:item_augment, item.immersiverailroading:item_augment.name
immersiverailroading:item_rail, Track Blueprint
immersiverailroading:item_manual, Immersive Railroading Manual
immersiverailroading:item_rail_part, Rail Segment
immersiverailroading:item_plate, item.immersiverailroading:item_plate.name
immersiverailroading:item_cast_rail, Rail Casting
immersiverailroading:item_conductor_whistle, Conductor's Whistle
immersiverailroading:item_paint_brush, Paint Brush
immersiverailroading:item_golden_spike, Golden Spike
immersiverailroading:item_radio_control_card, Train Radio-control Card
immersiverailroading:item_switch_key, Switch Key
immersiverailroading:item_track_exchanger, Track Exchanger
immersivetech:stone_multiblock, tile.immersivetech.stone_multiblock.name
immersivetech:connectors, tile.immersivetech.connectors.name
immersivetech:metal_device, tile.immersivetech.metal_device.name
immersivetech:stone_decoration, tile.immersivetech.stone_decoration.name
immersivetech:material:0, Salt
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
industrialrenewal:chunk_hematite, Hematite Chunk
industrialrenewal:prospecting_pan, Prospecting Pan
industrialrenewal:ir_manual, Industrial Renewal Manual
industrialrenewal:ingot_steel, Steel Ingot
industrialrenewal:sponge_iron, Sponge Iron
industrialrenewal:screwdrive, Powered Screwdrive
industrialrenewal:cart_linkable, item.industrialrenewal.cart_linkable.name
industrialrenewal:steel_saw, Steel Saw
industrialrenewal:cargo_container, Cargo Cart
industrialrenewal:cart_hopper, Bulk Cargo Cart
industrialrenewal:fluid_container, Fluid Tank Cart
industrialrenewal:steam_locomotive, Steam Locomotive (WIP)
industrialrenewal:log_cart, Log Cart
industrialrenewal:passenger_car, Passenger Cart
industrialrenewal:minecart_flat, Flat Cart
industrialrenewal:tender, Tender
industrialrenewal:small_slab, Small Slab
industrialrenewal:stick_iron, Iron Rod
industrialrenewal:stick_steel, Steel Rod
industrialrenewal:medkit, MedKit
industrialrenewal:item_fire_extinguisher, Fire Extinguisher
industrialrenewal:safety_helmet, Safety Helmet
industrialrenewal:safety_belt, Safety Belt
industrialrenewal:record_royal_entrance, Music Disc
industrialrenewal:plow_iron, Iron Snow Plow (WIP)
industrialrenewal:cartridge_plus, Redstone Cartridge Plus
industrialrenewal:cartridge_minus, Redstone Cartridge Minus
industrialrenewal:cartridge_half, Redstone Cartridge Half
industrialrenewal:cartridge_double, Redstone Cartridge Double
industrialrenewal:cartridge_inverter, Redstone Cartridge Inverter
industrialrenewal:coil_hv, Ultra-HV Wire Coil
industrialrenewal:pointer, item.industrialrenewal.pointer.name
industrialrenewal:limiter, item.industrialrenewal.limiter.name
industrialrenewal:pointer_long, item.industrialrenewal.pointer_long.name
industrialrenewal:bar_level, item.industrialrenewal.bar_level.name
industrialrenewal:fire, item.industrialrenewal.fire.name
industrialrenewal:barrel_item, Barrel
industrialrenewal:firebox_solid, Firebox for Solid Fuel
industrialrenewal:firebox_fluid, Firebox for Liquid Fuel
industrialrenewal:battery, Battery
industrialrenewal:battery_lithium, Lithium Battery
industrialrenewal:motor, Motor
industrialrenewal:small_wind_blade, Wind Generator Blades
industrialrenewal:drill_steel, Steel Drill
industrialrenewal:drill_diamond, Diamond Drill
industrialrenewal:drill_deep, Deep Drill
industrialrenewal:fluid_loader_arm, item.industrialrenewal.fluid_loader_arm.name
industrialrenewal:rotary_drum, item.industrialrenewal.rotary_drum.name
industrialrenewal:lathecutter, item.industrialrenewal.lathecutter.name
industrialrenewal:indicator_on, item.industrialrenewal.indicator_on.name
industrialrenewal:indicator_off, item.industrialrenewal.indicator_off.name
industrialrenewal:switch_on, item.industrialrenewal.switch_on.name
industrialrenewal:switch_off, item.industrialrenewal.switch_off.name
industrialrenewal:push_button, item.industrialrenewal.push_button.name
industrialrenewal:label_5, item.industrialrenewal.label_5.name
industrialrenewal:disc_r, item.industrialrenewal.disc_r.name
industrialrenewal:regen_wand, Wand of Deep Vein Search
industrialrenewal:orevein_hematite, Hematite
industrialrenewal:block_hazard, Physical Hazard
industrialrenewal:aisle_hazard, Housekeeping and Aisle Hazard
industrialrenewal:caution_hazard, Traffic and Caution Hazard
industrialrenewal:defective_hazard, Defective Machinery Hazard
industrialrenewal:fire_hazard, Fire Prevention Hazard
industrialrenewal:radiation_hazard, Radiation Hazard
industrialrenewal:safety_hazard, Safety and First Aid Hazard
industrialrenewal:concrete, Concrete
industrialrenewal:block_steel, Block of Steel
industrialrenewal:platform, Platform
industrialrenewal:roof, Roof
industrialrenewal:frame, Rail Frame
industrialrenewal:catwalk_hatch, Hatch
industrialrenewal:bunker_hatch, Bunker Hatch
industrialrenewal:window, Windows
industrialrenewal:catwalk, Catwalk
industrialrenewal:handrail, Handrail
industrialrenewal:catwalk_stair, Stair
industrialrenewal:catwalk_ladder, Caged Ladder
industrialrenewal:catwalk_gate, Catwalk Gate
industrialrenewal:catwalk_pillar, Pillar
industrialrenewal:catwalk_column, Column
industrialrenewal:brace, Brace Beam
industrialrenewal:catwalk_steel, Steel Catwalk
industrialrenewal:handrail_steel, Steel Handrail
industrialrenewal:catwalk_stair_steel, Steel Stair
industrialrenewal:catwalk_ladder_steel, Caged Steel Ladder
industrialrenewal:catwalk_steel_pillar, Steel Pillar
industrialrenewal:catwalk_column_steel, Steel Column
industrialrenewal:brace_steel, Steel Brace Beam
industrialrenewal:lathe, Lathe Machine
industrialrenewal:alarm, Industrial Alarm
industrialrenewal:entity_detector, Entity Detector
industrialrenewal:flame_detector, Flame Detector
industrialrenewal:sensor_rain, Rain Sensor
industrialrenewal:fuse_box, Fuse Box
industrialrenewal:conduit_extension, Fuse Box Extension
industrialrenewal:conduit_connector, Redstone Fuse Box Connector
industrialrenewal:signal_indicator, Signal Indicator
industrialrenewal:traffic_light, Traffic Light
industrialrenewal:firstaid_kit, First-aid Box
industrialrenewal:record_player, Multi Record Player
industrialrenewal:locker, Locker
industrialrenewal:bunkbed, Bunk Bed
industrialrenewal:gutter, Gutter
industrialrenewal:block_chimney, Chimney
industrialrenewal:scaffold, Scaffold
industrialrenewal:electric_fence, Electric Fence
industrialrenewal:fence_big_column, Big Fence Column
industrialrenewal:fence_big_corner, Big Fence Corner
industrialrenewal:fence_big_corner_inner, Big Fence Inner Corner
industrialrenewal:wall_concrete, Concrete Wall
industrialrenewal:fence_big_wire, Big Fence Wire
industrialrenewal:electric_gate, Electric Gate
industrialrenewal:razor_wire, Razor Wire
industrialrenewal:dam_intake, Dam Intake
industrialrenewal:dam_outflow, Dam OutFlow
industrialrenewal:sign_hv, Hazard Sign
industrialrenewal:fluorescent, Fluorescent Light
industrialrenewal:light, External Light
industrialrenewal:industrial_floor, Industrial Floor
industrialrenewal:isolator_hv, Ultra-HV Isolator
industrialrenewal:energy_cable_lv, Energy Cable LV
industrialrenewal:energy_cable, Energy Cable MV
industrialrenewal:energy_cable_hv, Energy Cable HV
industrialrenewal:cable_tray, Cable Tray
industrialrenewal:fluid_pipe, Fluid Pipe
industrialrenewal:energy_switch, Energy Breaker
industrialrenewal:valve_pipe_large, Fluid Valve
industrialrenewal:infinity_generator, Creative Infinity §mScam§r §fEnergy Generator
industrialrenewal:solar_panel, Basic Solar Panel
industrialrenewal:solar_panel_frame, Solar Panel Frame
industrialrenewal:small_wind_turbine, Wind Turbine
industrialrenewal:small_wind_turbine_pillar, Wind Turbine Pillar
industrialrenewal:portable_generator, Portable Generator
industrialrenewal:normal_rail, Rail
industrialrenewal:booster_rail, Booster Rail
industrialrenewal:crossing_rail, Crossing Rail
industrialrenewal:detector_rail, Detector Rail
